2q	Etiqueta 1	Etiqueta 2	Etiqueta 3	Resumen pregunta	Link etiqueta 2	keyword1	keyword2	keyword3	keyword4	keyword5	Pregunta	Respuesta	Fuente
326	Diabetes										Novolin N es insulina simple?	El Nombre Generico es Insulin Isophane, es una hormona que funciona reduciendo los niveles de glucosa (azúcar) en la sangre. Insulin isophane es una insulina de acción intermedia que empieza a funcionar durante las 2 a 4 horas después de la inyección, alcanza su punto máximo en 4 a 12 horas, y sigue funcionando por 12 a 18 horas.	
326	Diabetes										¿Qué tan cierto es eso de que las personas con Diabetes tipo II no son aptas para donar sangre? Si la respuesta fuese afirmativa: ¿Cuáles serían las razones de ello?		
326	Diabetes										¿La cúrcuma y la miel son buenos para la Diabetes?		
326	Diabetes										¿La cafeína afecta los niveles de glucosa en la sangre si sufro de Diabetes Mellitus desde hace dos años?		
326	Diabetes										Una persona con diabetes Tipo II y en tratamiento con medicamentos, ¿qué niveles de azúcar debe manejar en ayunas y dos horas después de almorzar?	En ayunas, entre 70 y 100 mg/dl. Una hora Despues de Comer entre 110 a 130 mg/dl , dos horas despues de comer es cercana a las 90 a 120 mg/dl	
326	Diabetes										¿Un resultado de glucosa en 132 es evidencia de diabetes?	Hay varias maneras de diagnosticar la diabetes. Si su médico sospecha síntomas clásicos de glucosa alta los cuales son La triada de las 3P que significa Poliuria (Constante necesidad de orinar) Polidipsia (tener mucha sed), Polifagía(tener mucha hambre)  le podrá solicitar algunos de los siguientes exámenes, prueba de la hemoglobina glicosilada (A1C) es diagnostica diabetes cuando: A1C ≥ 6.5% Las ventajas de este es  que no tiene que ayunar ni beber nada. y marca el estado de los últimos 3 meses, Glicemia en ayunas, prueba de sangre que se debe tomar con al menos 8 horas antes del examen, Prueba de tolerancia a la glucosa oral prueba de sangre con una carga de azucar Se diagnostica diabetes cuando: Glucosa en la sangre a las 2 horas ≥ 200 mg/dl Prueba aleatoria (o casual) de glucosa plasmática prueba de sangre en cualquier momento frente a la duda de diabetes e diagnostica diabetes cuando: Glucosa en la sangre ≥ 200 mg/dl.	
326	Diabetes										la humulin N y Densulin N es la misma insulina o son diferentes?		
326	Diabetes										Hace 3 meses hice un debut diabético, llegué al hospital con 470 y la diabetóloga me dio metformina y otra pastilla para antes y después de comer. Hago dieta y de vez en cuando empiezo a temblar, a lo cual tengo que comer algo para sentirme mejor. ¿Qué hacer?		
326	Diabetes										¿Es cierto que el noni ayuda con la diabetes?		
326	Diabetes										¿Perjudica el tener los niveles de luteotropina elevados y tener resistencia a la insulina?		
326	Diabetes										De recien me detectaron diabetes y a lo largo del dia,me entra una depresion ,como contrarestar esto?		
326	Diabetes										Tengo los trigliceridos en 728 y la glicemia glucosada en 6.1 %. ¿Esto me hace ser diabético?	Hay varias maneras de diagnosticar la diabetes. Si su médico sospecha síntomas clásicos de glucosa alta los cuales son La triada de las 3P que significa Poliuria (Constante necesidad de orinar) Polidipsia (tener mucha sed), Polifagía(tener mucha hambre)  le podrá solicitar algunos de los siguientes exámenes, prueba de la hemoglobina glicosilada (A1C) es diagnostica diabetes cuando: A1C ≥ 6.5% Las ventajas de este es  que no tiene que ayunar ni beber nada. y marca el estado de los últimos 3 meses, Glicemia en ayunas, prueba de sangre que se debe tomar con al menos 8 horas antes del examen, Prueba de tolerancia a la glucosa oral prueba de sangre con una carga de azucar Se diagnostica diabetes cuando: Glucosa en la sangre a las 2 horas ≥ 200 mg/dl Prueba aleatoria (o casual) de glucosa plasmática prueba de sangre en cualquier momento frente a la duda de diabetes e diagnostica diabetes cuando: Glucosa en la sangre ≥ 200 mg/dl.	
326	Diabetes										Supuestamente tenía resistencia a  la insulina hasta que un médico diabetólogo especialista en el tema me dijo que en realidad había sido mal diagnosticada (por ginecóloga y luego corroborado por diabetólogo) ya que el valor de insulina postcarga era elevado. Este nuevo médico me dijo que dicho valor no estaba estandarizado y era obvio que al tomar una carga de glucosa la insulina iba a estar alterada en todas las personas, pero que para diagnosticar una resistencia a la insulina o diabetes era importante analizar otros valores (triglicéridos, HOMA, etc). En resumen me dijo que no me preocupara y ya no tomara más la Metformina. Obviamente el diagnóstico me hace feliz, llevaba 1 año tomando este medicamento y restringía los alimentos, etc. Ahora tengo la duda. El no estar enferma me hace feliz pero me gustaría saber la posición de otros profesionales al respecto.		
326	Diabetes										¿Cómo curar la Diabetes tipo 2 con homeopatía?		
326	Diabetes										Tengo 16 años. Me medí la diabetes y la tenía en 93. ¿Es normal? En mi familia muchos sufren de esa enfermedad.	Hay varias maneras de diagnosticar la diabetes. Si su médico sospecha síntomas clásicos de glucosa alta los cuales son La triada de las 3P que significa Poliuria (Constante necesidad de orinar) Polidipsia (tener mucha sed), Polifagía(tener mucha hambre)  le podrá solicitar algunos de los siguientes exámenes, prueba de la hemoglobina glicosilada (A1C) es diagnostica diabetes cuando: A1C ≥ 6.5% Las ventajas de este es  que no tiene que ayunar ni beber nada. y marca el estado de los últimos 3 meses, Glicemia en ayunas, prueba de sangre que se debe tomar con al menos 8 horas antes del examen, Prueba de tolerancia a la glucosa oral prueba de sangre con una carga de azucar Se diagnostica diabetes cuando: Glucosa en la sangre a las 2 horas ≥ 200 mg/dl Prueba aleatoria (o casual) de glucosa plasmática prueba de sangre en cualquier momento frente a la duda de diabetes e diagnostica diabetes cuando: Glucosa en la sangre ≥ 200 mg/dl.	
326	Diabetes										¿Cuál dieta pueden recomendarme para la diabetes de tipo 2?.		
326	Diabetes										Soy diabética y estoy cansada de los remedios que no me pueden curar. Tomo Metformina Cloridato 850 (2 por día) e insulina 18 antes de acostarme.		
326	Diabetes										Mi padre tiene 68 años y hace 1 mes fue hospitalizado a causa, según los médicos, de una bacteria llamada E. Coli que afectó varios órganos causándole hipertensión y diabetes. Hace 5 días tuvo salida ya que nos validaron que la misma fue erradicada y actualmente está en casa, pero me comenta que aún siente escalofríos, mareo e inestabilidad en la temperatura del cuerpo. ¿Qué nos pueden aconsejar?, ¿Qué paso hay que seguir?, ¿En definitiva no podrá consumir lo que le restringen a los diabéticos?, ¿Habrá alguna forma de limitar la aplicación de insulina?		
326	Diabetes										Que pasa si pasa glucosa al 400 y como controlarla?		
326	Diabetes										¿Cuáles son los síntomas de la Diabetes?	 En muchos casos no presentan sintomas hasta el diagnostico de laboaratorio sino los sintomas más frecuentes son: La triada de las 3P que significa Poliuria (Constante necesidad de orinar) Polidipsia (tener mucha sed), Polifagía(tener mucha hambre) , pérdida inusual de peso ,Fatiga e irritabilidad extremas.Infecciones frecuentes, Visión Borrosa, Cortes o moretones que demoran en sanar, hormigueo en las manos o los pies, infecciones recurrentes de la piel, encias. 	
326	Diabetes										Soy diabetico desde hace 17 años. Últimamente me he sentido, cansado, con una pereza que me hace quedar en casa y sin deseos  de asearme. Después de unas dos o tres horas de tomar un alimento, comienzo a sentir nuevamente apetito y si pasa más tiempo siento fatiga que aumenta en la medida en que no ingiero ninguno. También siento momentos de depresión. Mi tratamiento actual es: Insulina glulisina (Apidra), 16 unidades antes del desayuno y 14 unidades antes del almuerzo. Insulina Glargina ( Lantus), 36 unidades antes de dormir. Cozar de 500, una diaria. Actualmente estoy descompensado, entre 80 y 230, en mediciones del último mes. Otra consulta es: cuando tengo rato de estar bajo o al lado de un abanico siento como un entumecimiento y dolor en las piernas, los pies y a veces calambres. ¿Puedo con posterioridad a una respuesta de ustedes preguntar al mismo médico sobre su comentario?		
326	Diabetes										¿El tener resistencia a la insulina es una causa para no poder perder peso?	La resistencia a la insulina o sindrome metabolico Se refiere a una inadecuada captación de la glucosa dependiente de insulina por parte de los tejidos, en especial del hígado, músculo y tejido adiposo. Con el tiempo, como resultado de esta alteración los niveles de glucosa en sangre aumentan (Hiperglucemia) y se acompañan de hiperinsulinemia por la sobreproducción pancreática de insulina, llevando al organismo al desarrollo de Diabetes mellitus tipo 2, y su diagnóstico puede efectuarse con mediciones de insulinemia y glicemia en ayuno o con la prueba de tolerancia oral a la glucosa con curva de insulinemia, evaluaciones de resistencia insulinica basada en ayuno.	
326	Diabetes										¿Qué medicamentos son buenos para contrarrestar la diabetes?		
326	Diabetes										Mi madre es una mujer de 65 años, tiene diabetes mellitus II controlada (no requiere de insulina). Se tomó los siguientes exámenes y sus resultados son: Microalbúminuria 5.84 mg/dl, microalbuminúria/creatinuria 66.1, proteinuria en orina de 24 horas: volumen de orina en 24 h 1050 ml, proteínas en orina de 24 h 294 mg/24 horas, proteínas en orina 28.00 mg/dl. Quisiera saber qué significan estos resultados, ¿hay de qué preocuparme?		
326	Diabetes										El hipotiriodismo junto con diabetes no insulinodependiente. Estoy sin medicación alguna y a veces pienso que padezco la EM.		
326	Diabetes										¿Qué es la diabetes y por qué se produce?	Es una Enfermedad crónica que se produce cuando el organismo pierde su capacidad de producir suficiente insulina o de utilizarla correctamente. La insulina es una hormona que permite que la glucosa de los alimentos (los azucares) entre a las células del cuerpo, en donde se convierte en energía para el cuerpo. Al no absorber el cuerpo la glucosa queda circulando en la sangre , generando exceso de azucar en la sangre (hiperglucemia) y dañando el organismo con el paso del tiempo.	
326	Diabetes										¿El tener la insulina alta influye en la erección masculina?	Si ya que los niveles alto de insulina persistente llevan a la hiperglicemia que puede terminar en una hiperglicemia lo que puede desencadenar en una diabetes. la diabetes es uno de los principales factores de riesgo de dificultades sexualesen los varones. Éstas suelen manifestarseen forma de disfunción eréctil, en la cual los hombres experimentan una incapacidad persistente de conseguir o mantener una erección suficiente para desarrollar la actividad sexual de manera satisfactoria	
